sales_id,order_id,product_id,price_per_unit,quantity_x,total_price,product_type,product_name,size,colour,quantity_y,description,price
4778,958,1184,99,2,198,Trousers,High-Waisted,XL,indigo,57,"A indigo coloured, XL sized, High-Waisted Trousers",99.0
4782,959,1184,99,3,297,Trousers,High-Waisted,XL,indigo,57,"A indigo coloured, XL sized, High-Waisted Trousers",99.0
17,4,769,109,1,109,Jacket,Peacoat,XL,violet,42,"A violet coloured, XL sized, Peacoat Jacket",109.0
721,153,769,109,3,327,Jacket,Peacoat,XL,violet,42,"A violet coloured, XL sized, Peacoat Jacket",109.0
2147,432,769,109,2,218,Jacket,Peacoat,XL,violet,42,"A violet coloured, XL sized, Peacoat Jacket",109.0
4830,967,769,109,2,218,Jacket,Peacoat,XL,violet,42,"A violet coloured, XL sized, Peacoat Jacket",109.0
18,4,923,96,3,288,Trousers,Drawstring,L,yellow,68,"A yellow coloured, L sized, Drawstring Trousers",96.0
2223,449,923,96,3,288,Trousers,Drawstring,L,yellow,68,"A yellow coloured, L sized, Drawstring Trousers",96.0
2416,491,923,96,1,96,Trousers,Drawstring,L,yellow,68,"A yellow coloured, L sized, Drawstring Trousers",96.0
4035,804,923,96,1,96,Trousers,Drawstring,L,yellow,68,"A yellow coloured, L sized, Drawstring Trousers",96.0
19,4,12,96,2,192,Shirt,Oxford Cloth,M,yellow,56,"A yellow coloured, M sized, Oxford Cloth Shirt",96.0
3749,749,12,96,3,288,Shirt,Oxford Cloth,M,yellow,56,"A yellow coloured, M sized, Oxford Cloth Shirt",96.0
20,5,148,91,2,182,Shirt,Linen,L,orange,73,"A orange coloured, L sized, Linen Shirt",91.0
183,39,148,91,3,273,Shirt,Linen,L,orange,73,"A orange coloured, L sized, Linen Shirt",91.0
2432,493,148,91,3,273,Shirt,Linen,L,orange,73,"A orange coloured, L sized, Linen Shirt",91.0
4536,904,148,91,3,273,Shirt,Linen,L,orange,73,"A orange coloured, L sized, Linen Shirt",91.0
21,5,475,118,2,236,Jacket,Puffer,XS,blue,57,"A blue coloured, XS sized, Puffer Jacket",118.0
1835,371,475,118,1,118,Jacket,Puffer,XS,blue,57,"A blue coloured, XS sized, Puffer Jacket",118.0
2435,494,475,118,3,354,Jacket,Puffer,XS,blue,57,"A blue coloured, XS sized, Puffer Jacket",118.0
22,5,1,96,3,288,Shirt,Oxford Cloth,S,red,53,"A red coloured, S sized, Oxford Cloth Shirt",96.0
1121,231,1,96,1,96,Shirt,Oxford Cloth,S,red,53,"A red coloured, S sized, Oxford Cloth Shirt",96.0
1741,353,1,96,3,288,Shirt,Oxford Cloth,S,red,53,"A red coloured, S sized, Oxford Cloth Shirt",96.0
3201,644,1,96,2,192,Shirt,Oxford Cloth,S,red,53,"A red coloured, S sized, Oxford Cloth Shirt",96.0
4962,992,1,96,3,288,Shirt,Oxford Cloth,S,red,53,"A red coloured, S sized, Oxford Cloth Shirt",96.0
23,5,830,117,3,351,Jacket,Shearling,XS,indigo,68,"A indigo coloured, XS sized, Shearling Jacket",117.0
1683,343,830,117,1,117,Jacket,Shearling,XS,indigo,68,"A indigo coloured, XS sized, Shearling Jacket",117.0
1854,373,830,117,3,351,Jacket,Shearling,XS,indigo,68,"A indigo coloured, XS sized, Shearling Jacket",117.0
3251,654,830,117,3,351,Jacket,Shearling,XS,indigo,68,"A indigo coloured, XS sized, Shearling Jacket",117.0
3951,788,830,117,2,234,Jacket,Shearling,XS,indigo,68,"A indigo coloured, XS sized, Shearling Jacket",117.0
3996,795,830,117,2,234,Jacket,Shearling,XS,indigo,68,"A indigo coloured, XS sized, Shearling Jacket",117.0
4260,848,830,117,3,351,Jacket,Shearling,XS,indigo,68,"A indigo coloured, XS sized, Shearling Jacket",117.0
24,5,1209,105,3,315,Trousers,Pleated,XL,green,55,"A green coloured, XL sized, Pleated Trousers",105.0
434,97,1209,105,3,315,Trousers,Pleated,XL,green,55,"A green coloured, XL sized, Pleated Trousers",105.0
1758,356,1209,105,2,210,Trousers,Pleated,XL,green,55,"A green coloured, XL sized, Pleated Trousers",105.0
1976,396,1209,105,2,210,Trousers,Pleated,XL,green,55,"A green coloured, XL sized, Pleated Trousers",105.0
2383,483,1209,105,1,105,Trousers,Pleated,XL,green,55,"A green coloured, XL sized, Pleated Trousers",105.0
2572,517,1209,105,1,105,Trousers,Pleated,XL,green,55,"A green coloured, XL sized, Pleated Trousers",105.0
3115,628,1209,105,1,105,Trousers,Pleated,XL,green,55,"A green coloured, XL sized, Pleated Trousers",105.0
3850,770,1209,105,3,315,Trousers,Pleated,XL,green,55,"A green coloured, XL sized, Pleated Trousers",105.0
25,5,635,93,3,279,Jacket,Coach,XS,orange,42,"A orange coloured, XS sized, Coach Jacket",93.0
1582,323,635,93,3,279,Jacket,Coach,XS,orange,42,"A orange coloured, XS sized, Coach Jacket",93.0
4551,908,635,93,2,186,Jacket,Coach,XS,orange,42,"A orange coloured, XS sized, Coach Jacket",93.0
26,5,639,93,3,279,Jacket,Coach,XL,orange,46,"A orange coloured, XL sized, Coach Jacket",93.0
478,106,639,93,2,186,Jacket,Coach,XL,orange,46,"A orange coloured, XL sized, Coach Jacket",93.0
1359,281,639,93,1,93,Jacket,Coach,XL,orange,46,"A orange coloured, XL sized, Coach Jacket",93.0
3793,757,639,93,1,93,Jacket,Coach,XL,orange,46,"A orange coloured, XL sized, Coach Jacket",93.0
4943,988,639,93,3,279,Jacket,Coach,XL,orange,46,"A orange coloured, XL sized, Coach Jacket",93.0
27,5,695,113,1,113,Jacket,Parka,XS,violet,59,"A violet coloured, XS sized, Parka Jacket",113.0
1114,229,695,113,1,113,Jacket,Parka,XS,violet,59,"A violet coloured, XS sized, Parka Jacket",113.0
1598,326,695,113,3,339,Jacket,Parka,XS,violet,59,"A violet coloured, XS sized, Parka Jacket",113.0
3571,716,695,113,2,226,Jacket,Parka,XS,violet,59,"A violet coloured, XS sized, Parka Jacket",113.0
4412,881,695,113,1,113,Jacket,Parka,XS,violet,59,"A violet coloured, XS sized, Parka Jacket",113.0
4771,956,695,113,3,339,Jacket,Parka,XS,violet,59,"A violet coloured, XS sized, Parka Jacket",113.0
28,6,38,104,2,208,Shirt,Dress,L,red,79,"A red coloured, L sized, Dress Shirt",104.0
2106,423,38,104,2,208,Shirt,Dress,L,red,79,"A red coloured, L sized, Dress Shirt",104.0
3636,728,38,104,3,312,Shirt,Dress,L,red,79,"A red coloured, L sized, Dress Shirt",104.0
3781,754,38,104,2,208,Shirt,Dress,L,red,79,"A red coloured, L sized, Dress Shirt",104.0
4614,924,38,104,2,208,Shirt,Dress,L,red,79,"A red coloured, L sized, Dress Shirt",104.0
29,6,473,118,2,236,Jacket,Puffer,L,green,43,"A green coloured, L sized, Puffer Jacket",118.0
1162,240,473,118,1,118,Jacket,Puffer,L,green,43,"A green coloured, L sized, Puffer Jacket",118.0
1272,263,473,118,3,354,Jacket,Puffer,L,green,43,"A green coloured, L sized, Puffer Jacket",118.0
3026,607,473,118,2,236,Jacket,Puffer,L,green,43,"A green coloured, L sized, Puffer Jacket",118.0
4212,839,473,118,1,118,Jacket,Puffer,L,green,43,"A green coloured, L sized, Puffer Jacket",118.0
4222,841,473,118,1,118,Jacket,Puffer,L,green,43,"A green coloured, L sized, Puffer Jacket",118.0
30,6,242,106,1,106,Shirt,Chambray,M,violet,72,"A violet coloured, M sized, Chambray Shirt",106.0
486,107,242,106,2,212,Shirt,Chambray,M,violet,72,"A violet coloured, M sized, Chambray Shirt",106.0
2309,468,242,106,2,212,Shirt,Chambray,M,violet,72,"A violet coloured, M sized, Chambray Shirt",106.0
4668,935,242,106,3,318,Shirt,Chambray,M,violet,72,"A violet coloured, M sized, Chambray Shirt",106.0
31,6,804,91,2,182,Jacket,Pullover,XL,violet,69,"A violet coloured, XL sized, Pullover Jacket",91.0
1784,361,804,91,1,91,Jacket,Pullover,XL,violet,69,"A violet coloured, XL sized, Pullover Jacket",91.0
4167,830,804,91,2,182,Jacket,Pullover,XL,violet,69,"A violet coloured, XL sized, Pullover Jacket",91.0
32,7,850,113,2,226,Trousers,Chinos,XS,yellow,41,"A yellow coloured, XS sized, Chinos Trousers",113.0
1491,304,850,113,3,339,Trousers,Chinos,XS,yellow,41,"A yellow coloured, XS sized, Chinos Trousers",113.0
1945,391,850,113,2,226,Trousers,Chinos,XS,yellow,41,"A yellow coloured, XS sized, Chinos Trousers",113.0
2781,557,850,113,3,339,Trousers,Chinos,XS,yellow,41,"A yellow coloured, XS sized, Chinos Trousers",113.0
3796,758,850,113,1,113,Trousers,Chinos,XS,yellow,41,"A yellow coloured, XS sized, Chinos Trousers",113.0
4060,808,850,113,2,226,Trousers,Chinos,XS,yellow,41,"A yellow coloured, XS sized, Chinos Trousers",113.0
4729,949,850,113,1,113,Trousers,Chinos,XS,yellow,41,"A yellow coloured, XS sized, Chinos Trousers",113.0
33,7,1162,99,3,297,Trousers,High-Waisted,M,orange,69,"A orange coloured, M sized, High-Waisted Trousers",99.0
2738,547,1162,99,3,297,Trousers,High-Waisted,M,orange,69,"A orange coloured, M sized, High-Waisted Trousers",99.0
2744,547,1162,99,1,99,Trousers,High-Waisted,M,orange,69,"A orange coloured, M sized, High-Waisted Trousers",99.0
3607,721,1162,99,1,99,Trousers,High-Waisted,M,orange,69,"A orange coloured, M sized, High-Waisted Trousers",99.0
3953,788,1162,99,3,297,Trousers,High-Waisted,M,orange,69,"A orange coloured, M sized, High-Waisted Trousers",99.0
34,8,765,109,1,109,Jacket,Peacoat,XS,violet,54,"A violet coloured, XS sized, Peacoat Jacket",109.0
540,117,765,109,1,109,Jacket,Peacoat,XS,violet,54,"A violet coloured, XS sized, Peacoat Jacket",109.0
750,160,765,109,1,109,Jacket,Peacoat,XS,violet,54,"A violet coloured, XS sized, Peacoat Jacket",109.0
3164,637,765,109,3,327,Jacket,Peacoat,XS,violet,54,"A violet coloured, XS sized, Peacoat Jacket",109.0
35,8,256,95,2,190,Shirt,Polo,S,yellow,77,"A yellow coloured, S sized, Polo Shirt",95.0
855,177,256,95,1,95,Shirt,Polo,S,yellow,77,"A yellow coloured, S sized, Polo Shirt",95.0
1929,387,256,95,1,95,Shirt,Polo,S,yellow,77,"A yellow coloured, S sized, Polo Shirt",95.0
4643,929,256,95,1,95,Shirt,Polo,S,yellow,77,"A yellow coloured, S sized, Polo Shirt",95.0
36,9,203,98,1,98,Shirt,Camp Collared,L,indigo,72,"A indigo coloured, L sized, Camp Collared Shirt",98.0
172,36,203,98,1,98,Shirt,Camp Collared,L,indigo,72,"A indigo coloured, L sized, Camp Collared Shirt",98.0
266,60,203,98,3,294,Shirt,Camp Collared,L,indigo,72,"A indigo coloured, L sized, Camp Collared Shirt",98.0
484,107,203,98,3,294,Shirt,Camp Collared,L,indigo,72,"A indigo coloured, L sized, Camp Collared Shirt",98.0
2882,577,203,98,3,294,Shirt,Camp Collared,L,indigo,72,"A indigo coloured, L sized, Camp Collared Shirt",98.0
4221,841,203,98,1,98,Shirt,Camp Collared,L,indigo,72,"A indigo coloured, L sized, Camp Collared Shirt",98.0
37,9,486,118,2,236,Jacket,Puffer,S,violet,46,"A violet coloured, S sized, Puffer Jacket",118.0
151,33,486,118,2,236,Jacket,Puffer,S,violet,46,"A violet coloured, S sized, Puffer Jacket",118.0
983,201,486,118,1,118,Jacket,Puffer,S,violet,46,"A violet coloured, S sized, Puffer Jacket",118.0
1017,208,486,118,3,354,Jacket,Puffer,S,violet,46,"A violet coloured, S sized, Puffer Jacket",118.0
1358,281,486,118,3,354,Jacket,Puffer,S,violet,46,"A violet coloured, S sized, Puffer Jacket",118.0
3022,606,486,118,2,236,Jacket,Puffer,S,violet,46,"A violet coloured, S sized, Puffer Jacket",118.0
3084,621,486,118,1,118,Jacket,Puffer,S,violet,46,"A violet coloured, S sized, Puffer Jacket",118.0
4540,905,486,118,3,354,Jacket,Puffer,S,violet,46,"A violet coloured, S sized, Puffer Jacket",118.0
4893,979,486,118,3,354,Jacket,Puffer,S,violet,46,"A violet coloured, S sized, Puffer Jacket",118.0
38,9,708,119,1,119,Jacket,Trench Coat,L,orange,70,"A orange coloured, L sized, Trench Coat Jacket",119.0
3337,672,708,119,3,357,Jacket,Trench Coat,L,orange,70,"A orange coloured, L sized, Trench Coat Jacket",119.0
3535,710,708,119,1,119,Jacket,Trench Coat,L,orange,70,"A orange coloured, L sized, Trench Coat Jacket",119.0
3758,750,708,119,1,119,Jacket,Trench Coat,L,orange,70,"A orange coloured, L sized, Trench Coat Jacket",119.0
39,9,1040,90,2,180,Trousers,Relaxed Leg,XS,indigo,60,"A indigo coloured, XS sized, Relaxed Leg Trousers",90.0
103,22,1040,90,2,180,Trousers,Relaxed Leg,XS,indigo,60,"A indigo coloured, XS sized, Relaxed Leg Trousers",90.0
2115,424,1040,90,2,180,Trousers,Relaxed Leg,XS,indigo,60,"A indigo coloured, XS sized, Relaxed Leg Trousers",90.0
3106,626,1040,90,1,90,Trousers,Relaxed Leg,XS,indigo,60,"A indigo coloured, XS sized, Relaxed Leg Trousers",90.0
40,9,917,96,3,288,Trousers,Drawstring,M,orange,76,"A orange coloured, M sized, Drawstring Trousers",96.0
3702,741,917,96,1,96,Trousers,Drawstring,M,orange,76,"A orange coloured, M sized, Drawstring Trousers",96.0
4833,968,917,96,2,192,Trousers,Drawstring,M,orange,76,"A orange coloured, M sized, Drawstring Trousers",96.0
41,9,1061,93,2,186,Trousers,Joggers,S,yellow,76,"A yellow coloured, S sized, Joggers Trousers",93.0
250,56,1061,93,1,93,Trousers,Joggers,S,yellow,76,"A yellow coloured, S sized, Joggers Trousers",93.0
942,193,1061,93,2,186,Trousers,Joggers,S,yellow,76,"A yellow coloured, S sized, Joggers Trousers",93.0
42,9,35,104,2,208,Shirt,Dress,XS,red,63,"A red coloured, XS sized, Dress Shirt",104.0
82,18,35,104,1,104,Shirt,Dress,XS,red,63,"A red coloured, XS sized, Dress Shirt",104.0
1249,258,35,104,1,104,Shirt,Dress,XS,red,63,"A red coloured, XS sized, Dress Shirt",104.0
2262,459,35,104,1,104,Shirt,Dress,XS,red,63,"A red coloured, XS sized, Dress Shirt",104.0
4289,854,35,104,3,312,Shirt,Dress,XS,red,63,"A red coloured, XS sized, Dress Shirt",104.0
4838,969,35,104,3,312,Shirt,Dress,XS,red,63,"A red coloured, XS sized, Dress Shirt",104.0
43,10,325,109,3,327,Shirt,Mandarin Collar,XS,yellow,45,"A yellow coloured, XS sized, Mandarin Collar Shirt",109.0
140,30,325,109,2,218,Shirt,Mandarin Collar,XS,yellow,45,"A yellow coloured, XS sized, Mandarin Collar Shirt",109.0
996,204,325,109,2,218,Shirt,Mandarin Collar,XS,yellow,45,"A yellow coloured, XS sized, Mandarin Collar Shirt",109.0
2144,431,325,109,1,109,Shirt,Mandarin Collar,XS,yellow,45,"A yellow coloured, XS sized, Mandarin Collar Shirt",109.0
3121,630,325,109,3,327,Shirt,Mandarin Collar,XS,yellow,45,"A yellow coloured, XS sized, Mandarin Collar Shirt",109.0
4916,983,325,109,3,327,Shirt,Mandarin Collar,XS,yellow,45,"A yellow coloured, XS sized, Mandarin Collar Shirt",109.0
44,10,860,113,2,226,Trousers,Chinos,XS,blue,69,"A blue coloured, XS sized, Chinos Trousers",113.0
989,202,860,113,1,113,Trousers,Chinos,XS,blue,69,"A blue coloured, XS sized, Chinos Trousers",113.0
1103,226,860,113,3,339,Trousers,Chinos,XS,blue,69,"A blue coloured, XS sized, Chinos Trousers",113.0
2039,411,860,113,2,226,Trousers,Chinos,XS,blue,69,"A blue coloured, XS sized, Chinos Trousers",113.0
2513,507,860,113,2,226,Trousers,Chinos,XS,blue,69,"A blue coloured, XS sized, Chinos Trousers",113.0
2559,515,860,113,3,339,Trousers,Chinos,XS,blue,69,"A blue coloured, XS sized, Chinos Trousers",113.0
4404,880,860,113,1,113,Trousers,Chinos,XS,blue,69,"A blue coloured, XS sized, Chinos Trousers",113.0
45,10,426,107,3,321,Jacket,Denim,S,orange,51,"A orange coloured, S sized, Denim Jacket",107.0
420,95,426,107,2,214,Jacket,Denim,S,orange,51,"A orange coloured, S sized, Denim Jacket",107.0
4192,836,426,107,2,214,Jacket,Denim,S,orange,51,"A orange coloured, S sized, Denim Jacket",107.0
4622,926,426,107,2,214,Jacket,Denim,S,orange,51,"A orange coloured, S sized, Denim Jacket",107.0
46,11,877,94,2,188,Trousers,Cords,M,red,68,"A red coloured, M sized, Cords Trousers",94.0
922,189,877,94,2,188,Trousers,Cords,M,red,68,"A red coloured, M sized, Cords Trousers",94.0
1171,242,877,94,1,94,Trousers,Cords,M,red,68,"A red coloured, M sized, Cords Trousers",94.0
2379,482,877,94,1,94,Trousers,Cords,M,red,68,"A red coloured, M sized, Cords Trousers",94.0
3933,785,877,94,1,94,Trousers,Cords,M,red,68,"A red coloured, M sized, Cords Trousers",94.0
3960,790,877,94,1,94,Trousers,Cords,M,red,68,"A red coloured, M sized, Cords Trousers",94.0
47,11,780,91,3,273,Jacket,Pullover,XS,yellow,65,"A yellow coloured, XS sized, Pullover Jacket",91.0
1050,215,780,91,3,273,Jacket,Pullover,XS,yellow,65,"A yellow coloured, XS sized, Pullover Jacket",91.0
1414,290,780,91,1,91,Jacket,Pullover,XS,yellow,65,"A yellow coloured, XS sized, Pullover Jacket",91.0
3439,694,780,91,3,273,Jacket,Pullover,XS,yellow,65,"A yellow coloured, XS sized, Pullover Jacket",91.0
3888,778,780,91,1,91,Jacket,Pullover,XS,yellow,65,"A yellow coloured, XS sized, Pullover Jacket",91.0
48,12,782,91,1,91,Jacket,Pullover,M,yellow,49,"A yellow coloured, M sized, Pullover Jacket",91.0
343,77,782,91,3,273,Jacket,Pullover,M,yellow,49,"A yellow coloured, M sized, Pullover Jacket",91.0
3024,606,782,91,1,91,Jacket,Pullover,M,yellow,49,"A yellow coloured, M sized, Pullover Jacket",91.0
3064,615,782,91,2,182,Jacket,Pullover,M,yellow,49,"A yellow coloured, M sized, Pullover Jacket",91.0
3300,666,782,91,1,91,Jacket,Pullover,M,yellow,49,"A yellow coloured, M sized, Pullover Jacket",91.0
3387,682,782,91,1,91,Jacket,Pullover,M,yellow,49,"A yellow coloured, M sized, Pullover Jacket",91.0
3601,720,782,91,1,91,Jacket,Pullover,M,yellow,49,"A yellow coloured, M sized, Pullover Jacket",91.0
49,12,632,93,2,186,Jacket,Coach,M,red,76,"A red coloured, M sized, Coach Jacket",93.0
1936,389,632,93,3,279,Jacket,Coach,M,red,76,"A red coloured, M sized, Coach Jacket",93.0
2519,508,632,93,2,186,Jacket,Coach,M,red,76,"A red coloured, M sized, Coach Jacket",93.0
50,12,846,113,3,339,Trousers,Chinos,S,orange,58,"A orange coloured, S sized, Chinos Trousers",113.0
3146,634,846,113,1,113,Trousers,Chinos,S,orange,58,"A orange coloured, S sized, Chinos Trousers",113.0
3437,693,846,113,3,339,Trousers,Chinos,S,orange,58,"A orange coloured, S sized, Chinos Trousers",113.0
3600,720,846,113,3,339,Trousers,Chinos,S,orange,58,"A orange coloured, S sized, Chinos Trousers",113.0
4335,866,846,113,1,113,Trousers,Chinos,S,orange,58,"A orange coloured, S sized, Chinos Trousers",113.0
4862,972,846,113,2,226,Trousers,Chinos,S,orange,58,"A orange coloured, S sized, Chinos Trousers",113.0
